Species,ID_pine,ID_spruce,GO,ID_Arabidopsis,Gene name,Gene function,Expression,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
Norway spruce,,MA_6168g0010,,,,,SHADE<SUN,895.1488557,0.269363943,0.167472031,1.60841152,0.10774508,0.471193979
Scots pine,PITA_000041781,MA_6168g0010,,,,,SHADE<SUN,655.2583007,0.943614663,0.256970422,3.672074996,2,
Scots pine,PITA_000020313,MA_618219g0010,GO:0016787,AT3G07130.1,ATPAP15,,,,,,,,
Norway spruce,,MA_618219g0010,,,,,SHADE>SUN,20.20156418,-1.018079663,0.602083242,-1.690928417,0.090850475,0.429639043
Scots pine,PITA_000007288,MA_61848g0010,,AT1G21600.2,PTAC6,plastid transcriptionally active 6,SHADE<SUN,215.9378723,0.663084107,0.158664206,4.179166316,2.93E-05,5
Norway spruce,,MA_61848g0010,,,,,SHADE<SUN,135.7375417,0.059130708,0.22968246,0.257445467,0.796834908,0.966492811
Scots pine,PITA_000020752,MA_61955g0010,,AT5G60530.1,,late embryogenesis abundant protein-related / LEA protein-related,SHADE<SUN,1489.343265,1.184776948,0.291796647,4,,
Norway spruce,,MA_61955g0010,,,,,SHADE<SUN,95.27495244,0.050898534,0.279659101,0.182002067,0.855581104,0.978293745
Scots pine,PITA_000062458,MA_62181g0010,GO:0010087,AT4G18750.1,DOT4,Pentatricopeptide repeat (PPR) superfamily protein,SHADE<SUN,153.1605831,1.186080588,0.333204906,3.559613224,3,
Norway spruce,,MA_62181g0010,,,,,SHADE<SUN,116.519131,0.933752187,0.739825228,1.262125366,0.206903679,0.653179193
Scots pine,PITA_000035566,MA_622231g0010,,AT1G25360.1,,Pentatricopeptide repeat (PPR) superfamily protein,SHADE<SUN,242.7245536,1.265262901,0.363121221,3.484409136,4,
Norway spruce,,MA_622231g0010,,,,,SHADE<SUN,146.6940594,0.584899101,0.531686499,1.100082665,0.271296106,0.730332573
Scots pine,PITA_000055688,MA_62309g0010,,AT2G30695.2,,unknown,SHADE<SUN,1200.223509,1.204343342,0.269124847,4.47503587,7.64E-06,1
Norway spruce,,MA_62309g0010,,,,,SHADE<SUN,1691.7325,0.864010577,0.342988611,2.51906492,0.011766696,0.117079049
Scots pine,PITA_000045591,MA_623831g0010,GO:0003991,AT3G57560.1,NAGK,N-acetyl-l-glutamate kinase,SHADE<SUN,158.4092065,0.757164251,0.183314894,4.130402261,3.62E-05,7
Norway spruce,,MA_623831g0010,,,,,SHADE>SUN,113.6446027,-0.078042702,0.366818454,-0.21275566,0.83151755,0.973945508
Scots pine,PITA_000013692,MA_626674g0010,,AT1G64430.2,,Pentatricopeptide repeat (PPR) superfamily protein,SHADE<SUN,298.2886833,0.843493393,0.212302675,3.973070021,7,
Norway spruce,,MA_626674g0010,,,,,SHADE>SUN,224.5327671,-0.187346413,0.246891607,-0.758820499,0.447959942,0.851829257
Scots pine,PITA_000005554,MA_6291g0010,,AT3G61440.1,ARATH;BSAS3;1,,,,,,,,
Norway spruce,,MA_6291g0010,,,,,SHADE<SUN,130.5694895,0.374905822,0.282544404,1.326891688,0.184544514,0.619682235
Scots pine,PITA_000042183,MA_630428g0010,,AT5G54160.1,ATOMT1,,,,,,,,
Norway spruce,,MA_630428g0010,,,,,SHADE>SUN,45.73424946,-0.22859132,0.737274986,-0.310048929,0.756523749,0.957152479
Scots pine,PITA_000070882,MA_63231g0010,GO:0006006,AT1G12900.1,GAPA-2,glyceraldehyde 3-phosphate dehydrogenase A subunit 2,SHADE<SUN,2846.425524,1.791927334,0.30891447,5.800723209,6.60E-09,2.65E-07
Norway spruce,,MA_63231g0010,,,,,SHADE<SUN,1091.428411,0.127749338,0.119129994,1.072352422,0.283561769,0.735899731
Scots pine,PITA_000058792,MA_6326g0010,,AT3G17860.1,JAI3,,,,,,,,
Norway spruce,,MA_6326g0010,,,,,SHADE<SUN,103.9368088,0.095840279,0.196439546,0.487886889,0.625629962,0.924929358
Scots pine,PITA_000002124,MA_6390g0010,GO:0006817,AT3G26570.2,ORF02,,,,,,,,
Norway spruce,,MA_6390g0010,,,,,SHADE>SUN,256.4250077,-0.019302647,0.241424211,-0.079953236,0.936274449,0.991193285
Scots pine,PITA_000012818,MA_64083g0010,,AT1G11290.1,CRR22,Pentatricopeptide repeat (PPR) superfamily protein,SHADE<SUN,1280.345839,1.777254287,0.272617972,6.519211762,7,
Scots pine,PITA_000031121,MA_64083g0010,GO:0004519,AT1G11290.1,CRR22,Pentatricopeptide repeat (PPR) superfamily protein,SHADE<SUN,315.5752431,1.355582787,0.347073447,3.905751932,9.39E-05,1
Norway spruce,,MA_64083g0010,,,,,SHADE<SUN,1673.82621,0.728587062,0.531816206,1.369997857,0.170687571,0.596089752
Scots pine,PITA_000037701,MA_6422g0010,GO:0007165,AT1G22400.1,,,SHADE<SUN,811.6247927,1.486633522,0.356296623,4.172460324,3,
Norway spruce,,MA_6422g0010,,,,,SHADE>SUN,117.2462024,-1.019277016,0.456832945,-2.231181063,0.025669138,0.198222787
Scots pine,PITA_000004261,MA_646962g0010,GO:0000023,AT3G09050.1,,unknown,SHADE<SUN,7,,,,,
Norway spruce,,MA_646962g0010,,,,,SHADE<SUN,1657.437025,0.969630538,0.326323711,2.97137629,0.002964683,0.044040675
Scots pine,PITA_000005676,MA_648g0010,GO:0000311,AT3G25920.1,RPL15,ribosomal protein L15,SHADE<SUN,432.4352688,0.99930672,9,,,
Norway spruce,,MA_648g0010,,,,,SHADE>SUN,406.4154166,-0.389040293,0.164895339,-2.359316492,0.018308634,0.158922219
Scots pine,PITA_000019942,MA_64903g0010,,AT2G03430.1,,Ankyrin repeat family protein,SHADE<SUN,203.4601415,1.178394299,0.335165107,3.515862104,4,
Norway spruce,,MA_64903g0010,,,,,SHADE>SUN,66.72822055,-0.641835763,0.26943751,-2.382132178,0.017212718,0.15195763
Scots pine,PITA_000002868,MA_65346g0010,GO:0009507,AT3G47470.1,CAB4,,,,,,,,
Norway spruce,,MA_65346g0010,,,,,SHADE>SUN,321.5795083,-0.187608417,0.258651446,-0.725332952,0.468247795,0.862378736
Scots pine,PITA_000038318,MA_65486g0010,GO:0005506,AT2G26710.1,BAS1,,,,,,,,
Norway spruce,,MA_65486g0010,,,,,SHADE>SUN,367.8953012,-0.19080565,0.601706452,-0.317107535,0.751162008,0.95682602
Scots pine,PITA_000049279,MA_65500g0010,,AT1G08070.1,OTP82,Tetratricopeptide repeat (TPR)-like superfamily protein,SHADE<SUN,263.7734747,1.227077512,0.280715902,4.371243314,1.24E-05,2
Scots pine,PITA_000075320,MA_65500g0010,,AT1G08070.1,OTP82,Tetratricopeptide repeat (TPR)-like superfamily protein,SHADE<SUN,258.4928846,1.392039585,0.218148638,6.381151856,1.76E-10,8.93E-09
Norway spruce,,MA_65500g0010,,,,,SHADE>SUN,353.8640289,-0.075222712,0.230070117,-0.326955596,0.74370147,0.954723016
Scots pine,PITA_000084024,MA_6561322g0010,,AT3G07350.1,,Protein of unknown function (DUF506) ,SHADE>SUN,575.8324597,-1.568394127,0.483255977,-3.245472796,1,
Norway spruce,,MA_6561322g0010,,,,,SHADE>SUN,41.16311316,-0.087943469,0.342872787,-0.256490081,0.797572439,0.966519172
Scots pine,PITA_000007798,MA_656915g0010,,AT4G18750.1,DOT4,Pentatricopeptide repeat (PPR) superfamily protein,SHADE<SUN,204.8786778,1.122764476,0.344896833,3.255363258,1,
Norway spruce,,MA_656915g0010,,,,,SHADE<SUN,224.3517443,1.1902359,0.480498424,2.477085962,0.013245999,0.127128583
Scots pine,PITA_000014450,MA_657g0010,GO:0000165,AT4G09650.1,ATPD,ATP synthase delta-subunit gene,SHADE<SUN,435.3657563,0.982227861,0.182557504,5.380375167,7.43E-08,2.53E-06
Norway spruce,,MA_657g0010,,,,,SHADE<SUN,837.1422511,0.138456239,0.193759931,0.714576218,0.474870944,0.866054762
Scots pine,PITA_000022694,MA_659011g0010,GO:0005622,AT2G39650.1,,Protein of unknown function (DUF506) ,SHADE>SUN,32.94268584,-1.509094192,0.282380542,-5.344186194,9,
Norway spruce,,MA_659011g0010,,,,,SHADE>SUN,144.7712321,-0.516593885,0.260242491,-1.985048186,0.047139111,0.291432275
Scots pine,PITA_000051696,MA_67032g0010,GO:0080156,AT3G12770.1,MEF22,mitochondrial editing factor  22,SHADE<SUN,264.3778786,1.284904273,0.353542452,3.634370543,2,
Norway spruce,,MA_67032g0010,,,,,SHADE<SUN,1504.928051,0.702349517,0.721273371,0.973763272,0.330174093,0.76755439
Scots pine,PITA_000010057,MA_6812047g0010,,AT2G31040.1,,ATP synthase protein I -related,SHADE<SUN,238.8675137,0.82475419,0.134619035,6.126579279,8.98E-10,4.12E-08
Norway spruce,,MA_6812047g0010,,,,,SHADE<SUN,435.98015,0.057613335,0.342937051,0.167999739,0.866583485,0.981093229
Scots pine,PITA_000012256,MA_68132g0010,GO:0005773,AT2G16850.1,PIP2;8,,,,,,,,
Norway spruce,,MA_68132g0010,,,,,SHADE<SUN,496.1582423,1.056294731,0.599057925,1.763259755,0.07785669,0.392524318
Scots pine,PITA_000091851,MA_68436g0020,GO:0000413,AT3G63400.3,,,SHADE<SUN,259.7045909,0.743329384,0.125502527,5.922824046,3.16E-09,1.34E-07
Norway spruce,,MA_68436g0020,,,,,SHADE<SUN,65.62735928,0.14635376,0.243031128,0.602201709,0.547039878,0.897760928
Scots pine,PITA_000008513,MA_68437g0010,GO:0005315,AT5G44370.1,PHT4;6,phosphate transporter 4;6,SHADE<SUN,112.519325,0.968592414,0.156685852,6.181747769,6.34E-10,2.97E-08
Norway spruce,,MA_68437g0010,,,,,SHADE>SUN,107.3578513,-0.294102559,0.244597846,-1.202392266,0.229211584,0.68338344
Norway spruce,,MA_68973g0010,,,,,SHADE<SUN,85.22653931,0.685984978,0.314743135,2.179507352,0.029293999,0.216522459
Scots pine,PITA_000074302,MA_68973g0010,,,,,SHADE>SUN,310.4814133,1,,,,
Scots pine,PITA_000008771,MA_692g0010,,AT4G13670.1,PTAC5,plastid transcriptionally active 5,SHADE>SUN,162.3969089,1,,,,
Norway spruce,,MA_692g0010,,,,,SHADE<SUN,456.4702601,0.058009011,0.230090708,0.25211366,0.800953212,0.967261923
Scots pine,PITA_000029627,MA_69436g0010,,AT5G61400.1,,Pentatricopeptide repeat (PPR) superfamily protein,SHADE<SUN,1,,,,,
Norway spruce,,MA_69436g0010,,,,,SHADE<SUN,98.01595042,0.462690326,0.425734594,1.086804625,0.277123164,0.734737464
Scots pine,PITA_000036786,MA_69602g0010,GO:0005515,AT5G13800.1,CRN1,,,,,,,,
Norway spruce,,MA_69602g0010,,,,,SHADE<SUN,148.147517,0.128803965,0.206286198,0.62439449,0.532368543,0.892710348
Scots pine,PITA_000082366,MA_696298g0010,,AT1G79220.1,,Mitochondrial transcription termination factor family protein,SHADE<SUN,3,,,,,
Norway spruce,,MA_696298g0010,,,,,SHADE>SUN,188.5131179,-0.093376181,0.240112459,-0.388885197,0.697361073,0.944463901
Scots pine,PITA_000077753,MA_698449g0010,,AT5G59250.1,,Major facilitator superfamily protein,SHADE<SUN,80.79673839,1.25134895,0.213415504,5.863439767,4.53E-09,1.87E-07
Norway spruce,,MA_698449g0010,,,,,SHADE<SUN,116.2184869,0.036364193,0.221760413,0.163979643,0.86974717,0.981701283
Scots pine,PITA_000047239,MA_70676g0010,GO:0004044,AT4G34740.1,ASE2,,,,,,,,
Norway spruce,,MA_70676g0010,,,,,SHADE>SUN,58.56609361,-0.217641364,0.260589935,-0.835187146,0.403612346,0.823811501
Scots pine,PITA_000022428,MA_7069g0010,,AT4G00660.1,ATRH8,,,,,,,,
Scots pine,PITA_000022645,MA_7069g0010,GO:0003676,AT4G00660.1,ATRH8,,,,,,,,
Norway spruce,,MA_7069g0010,,,,,SHADE>SUN,60.0645686,-0.159298975,0.253885477,-0.62744422,0.530368089,0.891993463
Scots pine,PITA_000019085,MA_714494g0010,,AT2G45270.1,GCP1,glycoprotease 1,SHADE<SUN,211.249726,0.863441633,0.242522827,3.560248925,3,
Norway spruce,,MA_714494g0010,,,,,SHADE<SUN,155.5512902,0.331688879,0.19072538,1.739091455,0.082018677,0.404497875
Scots pine,PITA_000002781,MA_71776g0010,,AT5G07050.1,,nodulin MtN21 /EamA-like transporter family protein,SHADE<SUN,3521.491803,2.966398598,0.537369818,5.520218106,3.39E-08,1.22E-06
Scots pine,PITA_000060010,MA_71776g0010,GO:0005739,AT5G07050.1,,nodulin MtN21 /EamA-like transporter family protein,SHADE>SUN,99.80488455,-2.537620981,0.309203474,-8.20696141,2.27E-16,2.78E-14
Norway spruce,,MA_71776g0010,,,,,SHADE<SUN,252.2557485,0.446895572,0.638366076,0.700061592,0.483888841,0.871046176
Scots pine,PITA_000004497,MA_71865g0010,,AT5G02860.1,,Pentatricopeptide repeat (PPR) superfamily protein,SHADE<SUN,301.4120798,1.121296463,0.174215779,6.436250901,1.22E-10,6.42E-09
Scots pine,PITA_000051708,MA_71865g0010,,AT5G02860.1,,Pentatricopeptide repeat (PPR) superfamily protein,SHADE>SUN,250.6536868,1,,,,
Norway spruce,,MA_71865g0010,,,,,SHADE<SUN,357.3673464,0.234781916,0.179560033,1.307539953,0.191029395,0.629150005
Scots pine,PITA_000043196,MA_7195626g0010,,AT2G38540.1,ATLTP1,,,,,,,,
Norway spruce,,MA_7195626g0010,,,,,SHADE<SUN,518.900925,0.995360979,0.493881436,2.015384477,0.04386438,0.279315962
Scots pine,PITA_000047632,MA_72251g0010,GO:0004565,AT2G28470.1,BGAL8,beta-galactosidase 8,SHADE<SUN,103.7398561,0.984576318,0.229457433,4.290888744,1.78E-05,3
Scots pine,PITA_000007358,MA_72251g0010,,v,,,SHADE<SUN,283.6377618,1.131755773,0.136654697,8.281865143,1.21E-16,1.54E-14
Norway spruce,,MA_72251g0010,,,,,SHADE>SUN,103.545416,-0.790124762,0.467039564,-1.691772652,0.09068933,0.429129073
Norway spruce,,MA_7225g0010,,,,,SHADE<SUN,547.1130426,0.004788413,0.267972848,0.017869022,0.985743342,0.997830664
Scots pine,PITA_000052737,MA_7225g0010,,,,,SHADE<SUN,421.2126647,2.802562611,0.504672876,5.55322615,2.80E-08,1
Scots pine,PITA_000041511,MA_72677g0010,GO:0004069,AT5G11520.1,ASP3,,,,,,,,
Norway spruce,,MA_72677g0010,,,,,SHADE>SUN,75.28951094,-0.169840405,0.258807056,-0.656243334,0.511667571,0.883958035
Scots pine,PITA_000022751,MA_72677g0010,,,,,SHADE<SUN,253.9537705,1.355417086,0.117031926,11.58160108,5.11E-31,2.61E-28
Scots pine,PITA_000035265,MA_72682g0010,GO:0005773,AT1G17100.1,,SOUL heme-binding family protein,SHADE>SUN,533.7653967,2,,,,
Norway spruce,,MA_72682g0010,,,,,SHADE<SUN,2049.360272,0.761021612,0.706834168,1.076662173,0.281631217,0.735323376
Scots pine,PITA_000062584,MA_728187g0010,GO:0051087,AT3G51780.1,ATBAG4,,,,,,,,
Norway spruce,,MA_728187g0010,,,,,SHADE>SUN,49.25043621,-0.49419186,0.305169403,-1.619401733,0.105360854,0.465769189
Scots pine,PITA_000084272,MA_72906g0010,GO:0000166,AT5G55090.1,MAPKKK15,mitogen-activated protein kinase kinase kinase 15,SHADE>SUN,25.28903321,-3.21758812,0.804694206,-3.998522787,6.37E-05,1
Norway spruce,,MA_72906g0010,,,,,SHADE<SUN,42.57566283,1.458010749,0.461719678,3.15778343,0.001589736,0.027662112
Scots pine,PITA_000082606,MA_73017g0010,,AT1G69550.1,,disease resistance protein (TIR-NBS-LRR class),SHADE>SUN,103.5615679,-6.693192261,0.701144832,-9.546090843,1.35E-21,2.85E-19
Norway spruce,,MA_73017g0010,,,,,SHADE<SUN,53.7295133,0.413134085,0.576207899,0.716987889,0.47338157,0.865264183
Scots pine,PITA_000007196,MA_73179g0010,GO:0008152,AT1G32100.1,ATPRR1,,,,,,,,
Norway spruce,,MA_73179g0010,,,,,SHADE>SUN,121.4000332,-0.043236188,0.466324729,-0.092716909,0.926128463,0.990449582
Scots pine,PITA_000001285,MA_732668g0010,,AT1G05675.1,,UDP-Glycosyltransferase superfamily protein,SHADE<SUN,262.2834095,1.84600801,0.190279335,9.701568538,2.97E-22,6.76E-20
Scots pine,PITA_000057878,MA_732668g0010,GO:0035251,AT1G05675.1,,UDP-Glycosyltransferase superfamily protein,SHADE>SUN,217.7628468,2,,,,
Norway spruce,,MA_732668g0010,,,,,SHADE<SUN,308.3041554,0.541913644,0.541074303,1.001551248,0.316560377,0.754076265
Scots pine,PITA_000055376,MA_733g0010,,AT4G10780.1,,LRR and NB-ARC domains-containing disease resistance protein,SHADE>SUN,94.3852612,-0.963097091,0.183047727,-5.261453422,1.43E-07,4.58E-06
Norway spruce,,MA_733g0010,,,,,SHADE<SUN,146.5032085,0.302931256,0.544405229,0.556444428,0.577907075,0.9080346
Norway spruce,,MA_73540g0010,,,,,SHADE>SUN,94.49601777,-1.092779148,0.684766834,-1.59584123,0.110524245,0.477496761
Scots pine,PITA_000041492,MA_73540g0010,,,,,SHADE>SUN,12.83694675,-2.154309847,0.513150237,-4.198204916,2.69E-05,5
Scots pine,PITA_000022296,MA_73740g0010,,AT1G03475.1,ATCPO-I,,,,,,,,
Norway spruce,,MA_73740g0010,,,,,SHADE<SUN,579.38752,0.105750197,0.252546043,0.418736303,0.675408861,0.938849822
Scots pine,PITA_000084265,MA_73895g0010,,AT2G27610.1,,Tetratricopeptide repeat (TPR)-like superfamily protein,SHADE<SUN,2,,,,,
Norway spruce,,MA_73895g0010,,,,,SHADE<SUN,188.2718554,0.261038192,0.345079854,0.756457351,0.449375034,0.853047429
Scots pine,PITA_000014815,MA_7394g0010,GO:0004564,AT4G34860.2,,Plant neutral invertase family protein,SHADE<SUN,174.2287471,0.810411527,0.155328394,5.217407498,1.81E-07,5.70E-06
Norway spruce,,MA_7394g0010,,,,,SHADE>SUN,46.14229135,-0.561838795,0.26523497,-2.118268168,0.034152363,0.239650886
Scots pine,PITA_000018697,MA_74117g0010,,AT2G16630.1,,Pollen Ole e 1 allergen and extensin family protein,SHADE>SUN,52.98369716,-1,,,,
Norway spruce,,MA_74117g0010,,,,,SHADE>SUN,29.77951379,-1.470602149,0.614618448,-2.392707467,0.01672457,0.148757811
Scots pine,PITA_000087508,MA_74237g0010,,AT4G16740.1,ATTPS03,,,,,,,,
Norway spruce,,MA_74237g0010,,,,,SHADE<SUN,2480.053924,0.268054518,0.597577372,0.448568722,0.653742801,0.933847662
Scots pine,PITA_000062762,MA_742675g0010,,AT5G08650.1,,Small GTP-binding protein,SHADE>SUN,211.25507,1,,,,
Norway spruce,,MA_742675g0010,,,,,SHADE<SUN,500.0719446,0.281486675,0.190390382,1.478471086,0.139281731,0.539220504
Scots pine,PITA_000030522,MA_7478542g0010,,AT4G34730.1,,ribosome-binding factor A family protein,SHADE<SUN,4,,,,,
Norway spruce,,MA_7478542g0010,,,,,SHADE<SUN,277.1032875,0.843041239,0.669492937,1.259223499,0.207949616,0.65443618
Scots pine,PITA_000014115,MA_748776g0010,GO:0016114,AT5G67030.2,ABA1,,,,,,,,
Norway spruce,,MA_748776g0010,,,,,SHADE<SUN,372.0021282,0.17086382,0.13061765,1.308121988,0.190831937,0.628874549
Scots pine,PITA_000013956,MA_750042g0010,GO:0004601,AT5G51890.1,,Peroxidase superfamily protein,SHADE<SUN,156.3347286,2.298017212,0.637358526,3.605533022,3,
Norway spruce,,MA_750042g0010,,,,,SHADE<SUN,401.2451448,0.674437719,0.643727016,1.04770765,0.294773322,0.740525598
Scots pine,PITA_000021466,MA_75192g0010,GO:0048731,AT4G27410.2,ANAC072,,,,,,,,
Norway spruce,,MA_75192g0010,,,,,SHADE>SUN,3.376385418,-1.884198432,0.716155052,-2.630992305,0.008513596,0.094316256
Scots pine,PITA_000005047,MA_75297g0010,GO:0031347,AT4G33300.2,ADR1-L1,ADR1-like 1,SHADE<SUN,172.2635921,0.606993712,0.167479142,3.624294378,2,
Norway spruce,,MA_75297g0010,,,,,SHADE<SUN,175.5501128,0.273303248,0.260912539,1.047489895,0.294873691,0.740525598
Scots pine,PITA_000003022,MA_75636g0010,GO:0005198,AT4G00030.1,,Plastid-lipid associated protein PAP / fibrillin family protein,SHADE<SUN,314.6598768,0.835168939,0.143466929,5.821334173,5.84E-09,2.38E-07
Norway spruce,,MA_75636g0010,,,,,SHADE<SUN,1318.416573,0.349537608,0.347531751,1.005771723,0.314525393,0.752481032
Scots pine,PITA_000031614,MA_757065g0010,GO:0000373,AT1G23400.1,ATCAF2,,,,,,,,
Norway spruce,,MA_757065g0010,,,,,SHADE<SUN,224.6995479,0.072685855,0.159409519,0.455969353,0.648412017,0.931676204
Scots pine,PITA_000000819,MA_75861g0010,GO:0016491,AT1G18140.1,ATLAC1,,,,,,,,
Norway spruce,,MA_75861g0010,,,,,SHADE>SUN,21.84921787,-0.959451855,0.638834661,-1.501878206,0.133128566,0.527749207
Scots pine,PITA_000092583,MA_7608g0020,GO:0000079,AT4G19600.1,CYCT1;4,Cyclin family protein,SHADE>SUN,60.71872091,-1.707139753,0.358919456,-4.756331049,1.97E-06,5.17E-05
Norway spruce,,MA_7608g0020,,,,,SHADE>SUN,45.75387439,-0.017558305,0.305596575,-0.057455829,0.954182091,0.993753579
Scots pine,PITA_000059957,MA_762051g0010,,AT5G19140.1,AILP1,,,,,,,,
Norway spruce,,MA_762051g0010,,,,,SHADE>SUN,84.02188869,-0.077967137,0.221655758,-0.351748755,0.725026693,0.95002628
Scots pine,PITA_000045680,MA_763g0010,GO:0005524,AT2G25140.1,CLPB-M,,,,,,,,
Norway spruce,,MA_763g0010,,,,,SHADE>SUN,52.15257105,-0.325822643,0.258451022,-1.260674615,0.207426103,0.653960058
Scots pine,PITA_000036512,MA_7653147g0010,,AT5G44650.1,AtCEST,,,,,,,,
Norway spruce,,MA_7653147g0010,,,,,SHADE>SUN,334.4688718,-0.230824529,0.173966647,-1.326832084,0.184564235,0.619682235
Scots pine,PITA_000013954,MA_766311g0010,GO:0003723,AT3G02660.1,emb2768,Tyrosyl-tRNA synthetase,,,,,,,
Norway spruce,,MA_766311g0010,,,,,SHADE<SUN,320.7293075,0.423451582,0.150628065,2.8112396,0.004935102,0.063544232
Scots pine,PITA_000042842,MA_76825g0010,GO:0005507,AT3G27200.1,,Cupredoxin superfamily protein,SHADE>SUN,139.1876727,1,,,,
Norway spruce,,MA_76825g0010,,,,,SHADE<SUN,73.03077974,0.868910995,0.297662162,2.919118073,0.003510232,0.049895845
Scots pine,PITA_000027571,MA_76949g0010,,AT3G56580.3,,RING/U-box superfamily protein,SHADE<SUN,474.6966603,0.958164385,0.197162968,4.859758386,1.18E-06,3.22E-05
Norway spruce,,MA_76949g0010,,,,,SHADE<SUN,58.58801554,0.104539833,0.529701122,0.197356261,0.843548755,0.97569218
Scots pine,PITA_000010263,MA_76956g0010,GO:0008152,AT5G54160.1,ATOMT1,,,,,,,,
Norway spruce,,MA_76956g0010,,,,,SHADE<SUN,57.59146785,0.717852524,0.366458764,1.958890316,0.050125633,0.30170046
Scots pine,PITA_000049509,MA_76962g0010,GO:0006810,AT5G62890.3,,Xanthine/uracil permease family protein,SHADE>SUN,28.11768559,-5.619642993,0.704763994,-7.973794118,1.54E-15,1.71E-13
Norway spruce,,MA_76962g0010,,,,,SHADE>SUN,88.68044463,-0.023523017,0.208157226,-0.113006007,0.910025793,0.989327755
Scots pine,PITA_000083010,MA_77009g0010,,AT3G14260.1,,Protein of unknown function (DUF567),SHADE>SUN,41.34944385,-6,,,,
Norway spruce,,MA_77009g0010,,,,,SHADE>SUN,41.20768096,-0.295327761,0.548714148,-0.538217872,0.590426643,0.912240775
Norway spruce,,MA_770476g0010,,,,,SHADE>SUN,125.7507598,-0.155642002,0.359642298,-0.4327689,0.665182669,0.936627679
Scots pine,PITA_000008869,MA_770476g0010,,,,,SHADE<SUN,539.9928552,1.26771435,0.238818929,5.308265792,1.11E-07,3.63E-06
Scots pine,PITA_000012128,MA_7732g0010,,AT3G01480.1,ATCYP38,,,,,,,,
Scots pine,PITA_000041425,MA_7732g0010,GO:0000165,AT3G01480.1,ATCYP38,,,,,,,,
Norway spruce,,MA_7732g0010,,,,,SHADE>SUN,469.497105,-0.333402505,0.163496263,-2.039205661,0.041429506,0.270346912
Scots pine,PITA_000026507,MA_77698g0010,GO:0016023,AT5G34940.2,AtGUS3,,,,,,,,
Norway spruce,,MA_77698g0010,,,,,SHADE<SUN,244.3046852,0.62879639,0.198241533,3.171870091,0.001514607,0.026674349
Scots pine,PITA_000070592,MA_777544g0010,,AT1G58400.1,,Disease resistance protein (CC-NBS-LRR class) family,SHADE<SUN,116.6519149,5.98663007,0.770849694,7.766274169,8,
Norway spruce,,MA_777544g0010,,,,,SHADE<SUN,54.74036889,0.042802693,0.499442555,0.085700934,0.93170416,0.991193285
Scots pine,PITA_000025102,MA_77917g0010,,AT4G02360.1,,Protein of unknown function,,,,,,,
Scots pine,PITA_000071423,MA_77917g0010,,AT4G02360.1,,Protein of unknown function,,,,,,,
Norway spruce,,MA_77917g0010,,,,,SHADE>SUN,130.4871831,-0.003524675,0.257932229,-0.013665122,0.98909715,0.998371724
